year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
4th Year,fd8da804fd7f,d why c is called type safe language,d) Why C# is called type safe language?,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,34
4th Year,99fbaf7941a3,data bases using ado net with an example,Data  bases using ADO.Net with an example?,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,65
4th Year,d3bb580ac7e4,database connectivity also write the code for database connectivity in asp net,database  connectivity also write the code for database connectivity in ASP.Net?,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,152
4th Year,f4a43dca09d9,define an association rule for a customer x whose age must be between and,Define an association rule for a customer X whose age must be between 19 and,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4666
4th Year,2589d9c6bf30,define creation of offspring in detail also write down the principle working of ga,Define Creation of Offspring in detail. Also write down the principle working of GA,[P.T.O.],4th-year.pdf,1,6041
4th Year,db6963b860e1,define cryptography,(a) Define cryptography?,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2196
4th Year,bc82e57aafa1,define css explain inline internal external and embedded style sheets with,"Define CSS. Explain inline, internal, external and embedded style sheets with",[2X10=20],4th-year.pdf,1,7460
4th Year,b8c9eb37c0dd,define deadlock,Define deadlock?,Q.1,4th-year.pdf,1,4939
4th Year,84105c54ccf3,define ip accounting and its configuration,Define IP Accounting and its configuration.,SYSTEM ADMINISTRATION,4th-year.pdf,1,6516
4th Year,085331c49710,define kerberos with its requirements in the content of kerberos what is realm,"(c) Define Kerberos with its Requirements. In the content of Kerberos, what is realm?",P.T.O.,4th-year.pdf,1,7181
4th Year,0ffc3fb699c8,define network information system in detail and explain maps and dbm used in nis,Define Network Information System in detail and explain maps and DBM used in NIS.,HOBT,4th-year.pdf,1,6611
4th Year,3131db78fd5e,define parallel computing what are the fundamental issue in parallel processing,Define parallel computing. What are the fundamental issue in parallel processing?,ADVANCE COMPUTER ARCHITECTURE,4th-year.pdf,1,627
4th Year,25fb7b2a2182,define process capability and process capability ratio,Define Process Capability and Process Capability Ratio.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4029
4th Year,b1a07cf973a9,define quality system and explain the evolution of,Define Quality System and explain the evolution of,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4051
4th Year,3918da732f70,define segmentation what are its advantages and disadvantages,(e) Define Segmentation. What are its advantages and disadvantages?,BCST-801/BITT-801,4th-year.pdf,1,2956
4th Year,7f2df167b9a9,define soap give an example for usage of soap,Define SOAP. Give an example for usage of SOAP.,[4X5 = 20],4th-year.pdf,1,7438
4th Year,0fb7d77e8725,define star schema snowflake schema and fact constellation schema for data,"Define Star Schema, Snowflake Schema and Fact-constellation Schema for data",DATA WAREHOUSING AND MINING,4th-year.pdf,1,4342
4th Year,7de9e4fd1cca,define the following terms,Define the following terms:,SECTION-A,4th-year.pdf,1,7377
4th Year,09cb7f7bb1ba,define the following terms with reference to fuzzy inference systems,Define the following terms with reference to fuzzy inference systems:,[P.T.O.],4th-year.pdf,1,6185
4th Year,263d96fbe997,define the model and architecture,Define the Model and architecture,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1581
4th Year,441c603a65e6,define the planning and process development,Define the Planning and Process Development.,[4X5 = 20],4th-year.pdf,1,7450
4th Year,ad42e8484d30,define the vector clock,Define the vector clock?,Q.1,4th-year.pdf,1,4916
4th Year,9b8a4843b099,define wikis write a program using xml to display your name mobile no,"Define Wikis. Write a program using XML to display your Name, Mobile No &",[P.T.O.],4th-year.pdf,1,7330
4th Year,a0d917d38fa6,derive the back,Derive the back,[P.T.O.],4th-year.pdf,1,6030
4th Year,962dc884b6bf,derived by an attacker from this analysis,derived by an attacker from this analysis?,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2228
4th Year,e9d596e7807a,des,DES?,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1860
4th Year,c0a6c1041be7,describe a performance bottleneck scenario caused by poor spinlock implementation how does opensolaris optimize mutexes to prevent such issues,Describe a performance bottleneck scenario caused by poor spinlock implementation. How does  OpenSolaris optimize mutexes to prevent such issues?,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1256
4th Year,56f0ac8d3f0e,describe about tcp ip basics in unix,Describe about TCP/IP basics in UNIX.,B.TECH.(CS/IT) (SEMESTER-VII),4th-year.pdf,1,6680
4th Year,af21129214e2,describe benefits and drawbacks of source driven architecture for gathering of data,Describe benefits and drawbacks of source driven architecture for gathering of data,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4354
4th Year,22d962c3e6b7,describe corba with the help of suitable block diagram,Describe CORBA with the help of suitable block diagram?,WEB TECHNOLOGY,4th-year.pdf,1,7232
4th Year,45429e707c33,describe dual signature for set and,Describe dual signature for SET and,TCS-089/1540,4th-year.pdf,1,2345
4th Year,c67cb54eaefb,describe how a non recoverable situation could arise if write locks are released after the last operation of a transaction but before its commitments,Describe how a non-recoverable situation could arise if write locks are released after the last operation of a transaction but before its commitments.,E34,4th-year.pdf,1,2525
4th Year,44b1f22047fe,describe how atomicity is ensured for a transaction in both commit and abort,Describe how atomicity is ensured for a transaction in both commit and abort.,E34,4th-year.pdf,1,2529
4th Year,9664101b6902,describe in detail about data mining functionalities,Describe in detail about data mining functionalities.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4384
4th Year,a48ee62519eb,describe issues regarding preprocessing the data for classification and prediction,Describe issues regarding preprocessing the data for classification and prediction.,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4389
4th Year,26040bc1ac5f,describe its key features,Describe its key features,"EXAMINATION, 2024 – 25",4th-year.pdf,1,1298
4th Year,a2a311c7ef95,describe osi network management model protocols,Describe OSI network management model protocols.,(E),4th-year.pdf,1,1158
4th Year,2b86071bfd96,describe run level script,Describe RUN level Script.,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4230
4th Year,882cd2c6bb87,describe the ann architecture,Describe the ANN architecture.,SOFT COMPUTING,4th-year.pdf,1,6131
4th Year,48d52197aa2d,describe the architecture of cellular systems describe the role and challenges of mobile ip in wireless internet environments b discuss the evolution of cellular systems and their key features c explain the concept of wll and ieee standard and its role in wireless communication,describe the architecture of cellular systems. (5 marks) (ii) Describe the role and challenges of Mobile IP in wireless internet environments. (5marks) b) Discuss the evolution of cellular systems and their key features. (10 marks) c) Explain the concept of WLL And IEEE 802.16 standard and its role in wireless communication. (10 marks),S0178,4th-year.pdf,1,566
4th Year,c713d28f20bc,describe the biological neuron and working of biological neural network,Describe the Biological Neuron and working of biological neural network?,SOFT COMPUTING,4th-year.pdf,1,5915
4th Year,a2096c19cc53,describe the challenges of cloud computing,Describe the challenges of cloud computing?,Q.5,4th-year.pdf,1,5030
4th Year,e1e256c7296d,describe the characteristics of data warehouse,Describe the characteristics of data warehouse?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4324
4th Year,10d72eb0e731,describe the design,Describe the design,Q.1,4th-year.pdf,1,4918
4th Year,25f82abadc27,describe the design requirement for a system,Describe the design requirement for a system,TCS-801,4th-year.pdf,1,2807
4th Year,612587bb7002,describe the difference between orchestration and choreography e explain the concept of ws coordination and its importance,Describe the difference between orchestration and choreography. e) Explain the concept of WS-Coordination and its importance.,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,5792
4th Year,78916cb4408b,describe the different message exchange patterns used in soap c explain the concept of service layer abstraction in soa,Describe the different message exchange patterns used in SOAP. c) Explain the concept of service layer abstraction in SOA.,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,5776
4th Year,efd1adbf141b,describe the distributed mutual exclusion in briefly and explain the requirement of mutual exclusion algorithm,Describe the distributed mutual exclusion in briefly and explain the requirement of mutual exclusion algorithm,Q.1,4th-year.pdf,1,4936
4th Year,115f4df805a9,describe the evolution of oltp what,Describe the evolution of OLTP.What,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4364
4th Year,2873efecdd0c,describe the following clustering techniques,Describe the following clustering techniques:,[P.T.O.],4th-year.pdf,1,4425
4th Year,1040c89ce38f,describe the java beans with the help of example,Describe the Java Beans with the help of example.,[4X5 = 20],4th-year.pdf,1,7418
4th Year,aa32a8bece55,describe the man in the middle attack in secure shell,Describe the man in the middle attack in secure shell,(B),4th-year.pdf,1,2143
4th Year,b8f3806d8940,describe the multiprotocol layer switching working and operation,(A) Describe the multiprotocol layer switching working and operation?,10X2,4th-year.pdf,1,1208
4th Year,aa0db9adf0ac,describe the properties of a cryptographic hashing function also describe how a cryptographic hashing,Describe the properties of a cryptographic hashing function. Also describe how a cryptographic hashing,(D),4th-year.pdf,1,2119
4th Year,eb420944b52d,describe the rsa cryptosystem in a rsa system given prime p q and chosenvalue of public key e determine the value of n and primitive key d,"Describe the RSA cryptosystem. In a RSA system given prime p=7,q=11 and chosenvalue of public key e=11.Determine the value of n, (n) and primitive key 'd'.",[P.T.O.],4th-year.pdf,1,2248
4th Year,bc9f6602a8ac,describe the ruby on rail framework,Describe the Ruby on Rail Framework?,[P.T.O.],4th-year.pdf,1,7284
4th Year,e3488c259213,describe the self organizing map architecture,Describe the Self Organizing Map architecture.,SOFT COMPUTING,4th-year.pdf,1,6109
4th Year,a495fd1898ab,describe the servlet lifecycle servlet api and servlet packages with suitable,"Describe the Servlet, Lifecycle, Servlet API and Servlet Packages with suitable",[2X10=20],4th-year.pdf,1,7472
4th Year,d0b48b9edd62,describe the statement mining single dimensional boolean association rules,"Describe the statement ""Mining Single dimensional Boolean association rules",WATAO,4th-year.pdf,1,4715
4th Year,fa77329b86ae,describe why concept hierarchies are important in data mining,Describe why concept hierarchies are important in data mining.,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5221
4th Year,6fa38161b4b1,describe wih its characteristics,Describe wih its characteristics,NETWORKS,4th-year.pdf,1,1451
4th Year,db22f00ba1af,determination protocol and isakmp in ipsec,determination  protocol and ISAKMP in IPsec?,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1899
4th Year,47cd46f0a83d,dewhat are distributed systems,(a) deWhat are distributed systems?,TCS-801,4th-year.pdf,1,2793
4th Year,8737093597f4,diagram,diagram?,BCST-802/BITT-802,4th-year.pdf,1,7136
4th Year,f8ce5f35f16f,difference between flat and nested transaction,(b) Difference between flat and nested transaction?,(10X2=20),4th-year.pdf,1,5152
4th Year,55da2e163881,differentiate between,(c) Differentiate between,BCST-802/BITT-802,4th-year.pdf,1,7105
4th Year,8531bc505660,differentiate between boxing and unboxing,Differentiate between boxing and unboxing.,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,46
4th Year,57c5e536d747,differentiate between congestion avoidance and congestion management in,Differentiate between Congestion Avoidance and Congestion Management in,Q4.,4th-year.pdf,1,1069
4th Year,b0e3cd770242,differentiate between different types of virtualization,(a) Differentiate between different types of virtualization?,BCST-803 (D),4th-year.pdf,1,7009
4th Year,d9ad764cff47,differentiate between get post method,Differentiate between GET & POST method.,WEB TECHNOLOGY,4th-year.pdf,1,7254
4th Year,8e757c921fe6,differentiate between resource and communication deadlock,Differentiate between resource and communication deadlock,Q.1,4th-year.pdf,1,4939
4th Year,6f5ff57f9fb6,differentiate between scalar risc and superscalar risc in term of instruction issue,"Differentiate between scalar RISC and superscalar RISC in term of instruction issue,",S4: X COS (Z),4th-year.pdf,1,228
4th Year,b85d5599df77,differentiate between spanning tree protocol and ipv routing protocol,Differentiate between Spanning Tree Protocol and IPv4 Routing Protocol.,Q2.,4th-year.pdf,1,1016
4th Year,351e77acc1d8,differentiate between the distributed and network operating system explain with,Differentiate between the distributed and network operating system. Explain with,Q.3,4th-year.pdf,1,5009
4th Year,44bbf6e6f03f,differentiate betweeni selcard page and time based authoring tools,"Differentiate betweeni selcard, page and time based authoring tools.",VO1230,4th-year.pdf,1,3838
4th Year,08380c3cffd1,differentiate quality control and quality assurance,Differentiate Quality Control and Quality Assurance.,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3986
4th Year,8f44b5fc1ab6,differentiate soft computing and hard computing,Differentiate soft computing and hard computing.,"ODD SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,1554
4th Year,e8a7bc52636f,digital signature,Digital Signature,(C),4th-year.pdf,1,2159
4th Year,33228b567379,dilemma,Dilemma?,"EVEN SEMESTER EXAMINATION, 2023 – 24",4th-year.pdf,1,5868
4th Year,1b7949a7060d,discuss,Discuss.,E34,4th-year.pdf,1,2482
4th Year,82c652772237,discuss about timestamp ordering,Discuss about timestamp ordering?,(10X2=20),4th-year.pdf,1,5172
4th Year,07a24169abc3,discuss and explain with suitable example about the pram,Discuss and explain with suitable example about the PRAM,[P.T.O.],4th-year.pdf,1,287
4th Year,3eab3acad001,discuss ant colony based optimization,Discuss Ant colony based optimization.,SOFT COMPUTING,4th-year.pdf,1,6152
4th Year,ab3ac6c3ec63,discuss ant colony based optimization in detail,Discuss Ant Colony based optimization in detail,[P.T.O.],4th-year.pdf,1,6057
4th Year,999c66952283,discuss any digital modulation technique with,Discuss any digital modulation technique with,NETWORKS,4th-year.pdf,1,1479
4th Year,0ed96fc9703e,discuss any two possible handover scenarios in gsm,Discuss any two possible handover scenarios in GSM.,MOBILE COMPUTING,4th-year.pdf,1,3630
4th Year,c46047b3b35a,discuss digital signature algorithm and also give its proof,Discuss digital signature algorithm and also give its proof.,MB2) HOSTI,4th-year.pdf,1,2275
4th Year,9a1ef138426a,discuss hebbian learning and hopfield network in brief,Discuss Hebbian Learning and Hopfield Network in Brief?,SOFT COMPUTING,4th-year.pdf,1,5976
4th Year,dcaf0b2c5d35,discuss how web,Discuss how web,CLOUD SECURITY,4th-year.pdf,1,1659
4th Year,46968b0d8eb3,discuss in detail the architecture of grid computing,Discuss in detail the architecture of grid computing?,Q.5,4th-year.pdf,1,5021
4th Year,a29ce10c1389,discuss in detail the simplified version of des is des secure,Discuss in detail the simplified version of DES. Is DES secure?,CRYPTOGRAPHY AND NETWORK SECURITY,4th-year.pdf,1,2211
